"Time (CET)","Belarus (BY) > Lithuania (LT) [MW]","Lithuania (LT) > Belarus (BY) [MW]"
"20.01.2018 06:00 - 20.01.2018 07:00","204","0"
"20.01.2018 07:00 - 20.01.2018 08:00","312","0"
"20.01.2018 08:00 - 20.01.2018 09:00","321","0"
"20.01.2018 09:00 - 20.01.2018 10:00","382","0"
"20.01.2018 10:00 - 20.01.2018 11:00","479","0"
"20.01.2018 11:00 - 20.01.2018 12:00","495","0"
"20.01.2018 12:00 - 20.01.2018 13:00","554","0"
"20.01.2018 13:00 - 20.01.2018 14:00","557","0"
"20.01.2018 14:00 - 20.01.2018 15:00","387","0"
"20.01.2018 15:00 - 20.01.2018 16:00","N/A","N/A"
"20.01.2018 16:00 - 20.01.2018 17:00","N/A","N/A"
"20.01.2018 17:00 - 20.01.2018 18:00","602","0"
"20.01.2018 18:00 - 20.01.2018 19:00","572","0"
"20.01.2018 19:00 - 20.01.2018 20:00","559","0"
"20.01.2018 20:00 - 20.01.2018 21:00","490","0"
"20.01.2018 21:00 - 20.01.2018 22:00","435","0"
"20.01.2018 22:00 - 20.01.2018 23:00","404","0"
"20.01.2018 23:00 - 21.01.2018 00:00","499","0"
"21.01.2018 00:00 - 21.01.2018 01:00","452","0"
"21.01.2018 01:00 - 21.01.2018 02:00","491","0"
"21.01.2018 02:00 - 21.01.2018 03:00","408","0"
"21.01.2018 03:00 - 21.01.2018 04:00","401","0"
"21.01.2018 04:00 - 21.01.2018 05:00","292","0"
"21.01.2018 05:00 - 21.01.2018 06:00","164","0"
"21.01.2018 06:00 - 21.01.2018 07:00","167","0"
"21.01.2018 07:00 - 21.01.2018 08:00","126","0"
"21.01.2018 08:00 - 21.01.2018 09:00","184","0"
"21.01.2018 09:00 - 21.01.2018 10:00","425","0"
"21.01.2018 10:00 - 21.01.2018 11:00","334","0"
"21.01.2018 11:00 - 21.01.2018 12:00","301","0"
"21.01.2018 12:00 - 21.01.2018 13:00","331","0"
"21.01.2018 13:00 - 21.01.2018 14:00","407","0"
"21.01.2018 14:00 - 21.01.2018 15:00","387","0"
"21.01.2018 15:00 - 21.01.2018 16:00","434","0"
"21.01.2018 16:00 - 21.01.2018 17:00","449","0"
"21.01.2018 17:00 - 21.01.2018 18:00","425","0"
"21.01.2018 18:00 - 21.01.2018 19:00","479","0"
"21.01.2018 19:00 - 21.01.2018 20:00","458","0"
"21.01.2018 20:00 - 21.01.2018 21:00","494","0"
"21.01.2018 21:00 - 21.01.2018 22:00","419","0"
"21.01.2018 22:00 - 21.01.2018 23:00","566","0"
"21.01.2018 23:00 - 22.01.2018 00:00","618","0"
"22.01.2018 00:00 - 22.01.2018 01:00","321","0"
"22.01.2018 01:00 - 22.01.2018 02:00","139","0"
"22.01.2018 02:00 - 22.01.2018 03:00","101","0"
"22.01.2018 03:00 - 22.01.2018 04:00","9","0"
"22.01.2018 04:00 - 22.01.2018 05:00","0","166"
"22.01.2018 05:00 - 22.01.2018 06:00","90","0"
"22.01.2018 06:00 - 22.01.2018 07:00","0","8"
"22.01.2018 07:00 - 22.01.2018 08:00","0","48"
"22.01.2018 08:00 - 22.01.2018 09:00","15","0"
"22.01.2018 09:00 - 22.01.2018 10:00","63","0"
"22.01.2018 10:00 - 22.01.2018 11:00","78","0"
"22.01.2018 11:00 - 22.01.2018 12:00","84","0"
"22.01.2018 12:00 - 22.01.2018 13:00","110","0"
"22.01.2018 13:00 - 22.01.2018 14:00","143","0"
"22.01.2018 14:00 - 22.01.2018 15:00","44","0"
"22.01.2018 15:00 - 22.01.2018 16:00","0","26"
"22.01.2018 16:00 - 22.01.2018 17:00","0","66"
"22.01.2018 17:00 - 22.01.2018 18:00","0","9"
"22.01.2018 18:00 - 22.01.2018 19:00","20","0"
"22.01.2018 19:00 - 22.01.2018 20:00","204","0"
"22.01.2018 20:00 - 22.01.2018 21:00","267","0"
"22.01.2018 21:00 - 22.01.2018 22:00","485","0"
"22.01.2018 22:00 - 22.01.2018 23:00","464","0"
"22.01.2018 23:00 - 23.01.2018 00:00","621","0"
"23.01.2018 00:00 - 23.01.2018 01:00","545","0"
"23.01.2018 01:00 - 23.01.2018 02:00","512","0"
"23.01.2018 02:00 - 23.01.2018 03:00","478","0"
"23.01.2018 03:00 - 23.01.2018 04:00","330","0"
"23.01.2018 04:00 - 23.01.2018 05:00","68","0"
"23.01.2018 05:00 - 23.01.2018 06:00","0","179"
"23.01.2018 06:00 - 23.01.2018 07:00","0","164"
"23.01.2018 07:00 - 23.01.2018 08:00","0","142"
"23.01.2018 08:00 - 23.01.2018 09:00","0","114"
"23.01.2018 09:00 - 23.01.2018 10:00","0","139"
"23.01.2018 10:00 - 23.01.2018 11:00","0","163"
"23.01.2018 11:00 - 23.01.2018 12:00","0","140"
"23.01.2018 12:00 - 23.01.2018 13:00","0","36"
"23.01.2018 13:00 - 23.01.2018 14:00","0","55"
"23.01.2018 14:00 - 23.01.2018 15:00","0","39"
"23.01.2018 15:00 - 23.01.2018 16:00","0","84"
"23.01.2018 16:00 - 23.01.2018 17:00","0","68"
"23.01.2018 17:00 - 23.01.2018 18:00","0","74"
"23.01.2018 18:00 - 23.01.2018 19:00","0","63"
"23.01.2018 19:00 - 23.01.2018 20:00","117","0"
"23.01.2018 20:00 - 23.01.2018 21:00","272","0"
"23.01.2018 21:00 - 23.01.2018 22:00","533","0"
"23.01.2018 22:00 - 23.01.2018 23:00","379","0"
"23.01.2018 23:00 - 24.01.2018 00:00","322","0"
"24.01.2018 00:00 - 24.01.2018 01:00","7","0"
"24.01.2018 01:00 - 24.01.2018 02:00","0","20"
"24.01.2018 02:00 - 24.01.2018 03:00","0","14"
"24.01.2018 03:00 - 24.01.2018 04:00","0","92"
"24.01.2018 04:00 - 24.01.2018 05:00","0","284"
"24.01.2018 05:00 - 24.01.2018 06:00","0","490"
"24.01.2018 06:00 - 24.01.2018 07:00","0","253"
"24.01.2018 07:00 - 24.01.2018 08:00","0","108"
"24.01.2018 08:00 - 24.01.2018 09:00","0","33"
"24.01.2018 09:00 - 24.01.2018 10:00","0","9"
"24.01.2018 10:00 - 24.01.2018 11:00","13","0"
"24.01.2018 11:00 - 24.01.2018 12:00","66","0"
"24.01.2018 12:00 - 24.01.2018 13:00","67","0"
"24.01.2018 13:00 - 24.01.2018 14:00","63","0"
"24.01.2018 14:00 - 24.01.2018 15:00","34","0"
"24.01.2018 15:00 - 24.01.2018 16:00","0","44"
"24.01.2018 16:00 - 24.01.2018 17:00","0","64"
"24.01.2018 17:00 - 24.01.2018 18:00","0","66"
"24.01.2018 18:00 - 24.01.2018 19:00","0","62"
"24.01.2018 19:00 - 24.01.2018 20:00","164","0"
"24.01.2018 20:00 - 24.01.2018 21:00","130","0"
"24.01.2018 21:00 - 24.01.2018 22:00","0","11"
"24.01.2018 22:00 - 24.01.2018 23:00","0","91"
"24.01.2018 23:00 - 25.01.2018 00:00","0","89"
"25.01.2018 00:00 - 25.01.2018 01:00","0","199"
"25.01.2018 01:00 - 25.01.2018 02:00","0","232"
"25.01.2018 02:00 - 25.01.2018 03:00","0","227"
"25.01.2018 03:00 - 25.01.2018 04:00","0","216"
"25.01.2018 04:00 - 25.01.2018 05:00","0","251"
"25.01.2018 05:00 - 25.01.2018 06:00","0","225"
"25.01.2018 06:00 - 25.01.2018 07:00","0","189"
"25.01.2018 07:00 - 25.01.2018 08:00","0","90"
"25.01.2018 08:00 - 25.01.2018 09:00","8","0"
"25.01.2018 09:00 - 25.01.2018 10:00","47","0"
"25.01.2018 10:00 - 25.01.2018 11:00","70","0"
"25.01.2018 11:00 - 25.01.2018 12:00","93","0"
"25.01.2018 12:00 - 25.01.2018 13:00","152","0"
"25.01.2018 13:00 - 25.01.2018 14:00","145","0"
"25.01.2018 14:00 - 25.01.2018 15:00","155","0"
"25.01.2018 15:00 - 25.01.2018 16:00","131","0"
"25.01.2018 16:00 - 25.01.2018 17:00","106","0"
"25.01.2018 17:00 - 25.01.2018 18:00","37","0"
"25.01.2018 18:00 - 25.01.2018 19:00","N/A","N/A"
"25.01.2018 19:00 - 25.01.2018 20:00","N/A","N/A"
"25.01.2018 20:00 - 25.01.2018 21:00","247","0"
"25.01.2018 21:00 - 25.01.2018 22:00","328","0"
"25.01.2018 22:00 - 25.01.2018 23:00","243","0"
"25.01.2018 23:00 - 26.01.2018 00:00","100","0"
"26.01.2018 00:00 - 26.01.2018 01:00","239","0"
"26.01.2018 01:00 - 26.01.2018 02:00","116","0"
"26.01.2018 02:00 - 26.01.2018 03:00","61","0"
"26.01.2018 03:00 - 26.01.2018 04:00","30","0"
"26.01.2018 04:00 - 26.01.2018 05:00","0","144"
"26.01.2018 05:00 - 26.01.2018 06:00","0","265"
"26.01.2018 06:00 - 26.01.2018 07:00","0","199"
"26.01.2018 07:00 - 26.01.2018 08:00","0","156"
"26.01.2018 08:00 - 26.01.2018 09:00","0","29"
"26.01.2018 09:00 - 26.01.2018 10:00","36","0"
"26.01.2018 10:00 - 26.01.2018 11:00","62","0"
"26.01.2018 11:00 - 26.01.2018 12:00","118","0"
"26.01.2018 12:00 - 26.01.2018 13:00","46","0"
"26.01.2018 13:00 - 26.01.2018 14:00","0","47"
"26.01.2018 14:00 - 26.01.2018 15:00","0","73"
"26.01.2018 15:00 - 26.01.2018 16:00","0","165"
"26.01.2018 16:00 - 26.01.2018 17:00","0","132"
"26.01.2018 17:00 - 26.01.2018 18:00","0","66"
"26.01.2018 18:00 - 26.01.2018 19:00","0","110"
"26.01.2018 19:00 - 26.01.2018 20:00","148","0"
"26.01.2018 20:00 - 26.01.2018 21:00","269","0"
"26.01.2018 21:00 - 26.01.2018 22:00","262","0"
"26.01.2018 22:00 - 26.01.2018 23:00","211","0"
"26.01.2018 23:00 - 27.01.2018 00:00","176","0"
"27.01.2018 00:00 - 27.01.2018 01:00","126","0"
"27.01.2018 01:00 - 27.01.2018 02:00","58","0"
"27.01.2018 02:00 - 27.01.2018 03:00","34","0"
"27.01.2018 03:00 - 27.01.2018 04:00","26","0"
"27.01.2018 04:00 - 27.01.2018 05:00","0","22"
"27.01.2018 05:00 - 27.01.2018 06:00","0","63"
"27.01.2018 06:00 - 27.01.2018 07:00","126","0"
"27.01.2018 07:00 - 27.01.2018 08:00","71","0"
"27.01.2018 08:00 - 27.01.2018 09:00","149","0"
"27.01.2018 09:00 - 27.01.2018 10:00","190","0"
"27.01.2018 10:00 - 27.01.2018 11:00","216","0"
"27.01.2018 11:00 - 27.01.2018 12:00","200","0"
"27.01.2018 12:00 - 27.01.2018 13:00","187","0"
"27.01.2018 13:00 - 27.01.2018 14:00","205","0"
"27.01.2018 14:00 - 27.01.2018 15:00","172","0"
"27.01.2018 15:00 - 27.01.2018 16:00","184","0"
"27.01.2018 16:00 - 27.01.2018 17:00","207","0"
"27.01.2018 17:00 - 27.01.2018 18:00","204","0"
"27.01.2018 18:00 - 27.01.2018 19:00","235","0"
"27.01.2018 19:00 - 27.01.2018 20:00","268","0"
"27.01.2018 20:00 - 27.01.2018 21:00","241","0"
"27.01.2018 21:00 - 27.01.2018 22:00","176","0"
"27.01.2018 22:00 - 27.01.2018 23:00","105","0"
"27.01.2018 23:00 - 28.01.2018 00:00","84","0"
"28.01.2018 00:00 - 28.01.2018 01:00","29","0"
"28.01.2018 01:00 - 28.01.2018 02:00","0","87"
"28.01.2018 02:00 - 28.01.2018 03:00","0","136"
"28.01.2018 03:00 - 28.01.2018 04:00","0","133"
"28.01.2018 04:00 - 28.01.2018 05:00","0","160"
"28.01.2018 05:00 - 28.01.2018 06:00","0","219"
"28.01.2018 06:00 - 28.01.2018 07:00","0","152"
"28.01.2018 07:00 - 28.01.2018 08:00","0","137"
"28.01.2018 08:00 - 28.01.2018 09:00","0","88"
"28.01.2018 09:00 - 28.01.2018 10:00","0","37"
"28.01.2018 10:00 - 28.01.2018 11:00","8","0"
"28.01.2018 11:00 - 28.01.2018 12:00","0","1"
"28.01.2018 12:00 - 28.01.2018 13:00","0","14"
"28.01.2018 13:00 - 28.01.2018 14:00","6","0"
"28.01.2018 14:00 - 28.01.2018 15:00","0","20"
"28.01.2018 15:00 - 28.01.2018 16:00","0","24"
"28.01.2018 16:00 - 28.01.2018 17:00","134","0"
"28.01.2018 17:00 - 28.01.2018 18:00","99","0"
"28.01.2018 18:00 - 28.01.2018 19:00","100","0"
"28.01.2018 19:00 - 28.01.2018 20:00","116","0"
"28.01.2018 20:00 - 28.01.2018 21:00","13","0"
"28.01.2018 21:00 - 28.01.2018 22:00","0","78"
"28.01.2018 22:00 - 28.01.2018 23:00","0","113"
"28.01.2018 23:00 - 29.01.2018 00:00","0","52"
"29.01.2018 00:00 - 29.01.2018 01:00","0","242"
"29.01.2018 01:00 - 29.01.2018 02:00","0","231"
"29.01.2018 02:00 - 29.01.2018 03:00","0","213"
"29.01.2018 03:00 - 29.01.2018 04:00","0","273"
"29.01.2018 04:00 - 29.01.2018 05:00","0","278"
"29.01.2018 05:00 - 29.01.2018 06:00","0","488"
"29.01.2018 06:00 - 29.01.2018 07:00","0","342"
"29.01.2018 07:00 - 29.01.2018 08:00","0","367"
"29.01.2018 08:00 - 29.01.2018 09:00","0","292"
"29.01.2018 09:00 - 29.01.2018 10:00","0","200"
"29.01.2018 10:00 - 29.01.2018 11:00","0","185"
"29.01.2018 11:00 - 29.01.2018 12:00","0","123"
"29.01.2018 12:00 - 29.01.2018 13:00","0","90"
"29.01.2018 13:00 - 29.01.2018 14:00","0","119"
"29.01.2018 14:00 - 29.01.2018 15:00","0","177"
"29.01.2018 15:00 - 29.01.2018 16:00","0","248"
"29.01.2018 16:00 - 29.01.2018 17:00","0","269"
"29.01.2018 17:00 - 29.01.2018 18:00","0","213"
"29.01.2018 18:00 - 29.01.2018 19:00","0","333"
"29.01.2018 19:00 - 29.01.2018 20:00","0","11"
"29.01.2018 20:00 - 29.01.2018 21:00","0","84"
"29.01.2018 21:00 - 29.01.2018 22:00","0","60"
"29.01.2018 22:00 - 29.01.2018 23:00","0","4"
"29.01.2018 23:00 - 30.01.2018 00:00","0","13"
"30.01.2018 00:00 - 30.01.2018 01:00","0","160"
"30.01.2018 01:00 - 30.01.2018 02:00","0","163"
"30.01.2018 02:00 - 30.01.2018 03:00","0","225"
"30.01.2018 03:00 - 30.01.2018 04:00","0","253"
"30.01.2018 04:00 - 30.01.2018 05:00","0","271"
"30.01.2018 05:00 - 30.01.2018 06:00","0","358"
"30.01.2018 06:00 - 30.01.2018 07:00","0","287"
"30.01.2018 07:00 - 30.01.2018 08:00","0","305"
"30.01.2018 08:00 - 30.01.2018 09:00","0","152"
"30.01.2018 09:00 - 30.01.2018 10:00","0","122"
"30.01.2018 10:00 - 30.01.2018 11:00","0","121"
"30.01.2018 11:00 - 30.01.2018 12:00","0","177"
"30.01.2018 12:00 - 30.01.2018 13:00","0","142"
"30.01.2018 13:00 - 30.01.2018 14:00","0","119"
"30.01.2018 14:00 - 30.01.2018 15:00","0","206"
"30.01.2018 15:00 - 30.01.2018 16:00","0","172"
"30.01.2018 16:00 - 30.01.2018 17:00","0","141"
"30.01.2018 17:00 - 30.01.2018 18:00","0","123"
"30.01.2018 18:00 - 30.01.2018 19:00","0","142"
"30.01.2018 19:00 - 30.01.2018 20:00","70","0"
"30.01.2018 20:00 - 30.01.2018 21:00","192","0"
"30.01.2018 21:00 - 30.01.2018 22:00","214","0"
"30.01.2018 22:00 - 30.01.2018 23:00","234","0"
"30.01.2018 23:00 - 31.01.2018 00:00","198","0"
"31.01.2018 00:00 - 31.01.2018 01:00","134","0"
"31.01.2018 01:00 - 31.01.2018 02:00","59","0"
"31.01.2018 02:00 - 31.01.2018 03:00","4","0"
"31.01.2018 03:00 - 31.01.2018 04:00","47","0"
"31.01.2018 04:00 - 31.01.2018 05:00","0","84"
"31.01.2018 05:00 - 31.01.2018 06:00","0","318"
"31.01.2018 06:00 - 31.01.2018 07:00","0","291"
"31.01.2018 07:00 - 31.01.2018 08:00","0","315"
"31.01.2018 08:00 - 31.01.2018 09:00","0","177"
"31.01.2018 09:00 - 31.01.2018 10:00","0","125"
"31.01.2018 10:00 - 31.01.2018 11:00","0","148"
"31.01.2018 11:00 - 31.01.2018 12:00","0","70"
"31.01.2018 12:00 - 31.01.2018 13:00","0","32"
"31.01.2018 13:00 - 31.01.2018 14:00","0","0"
"31.01.2018 14:00 - 31.01.2018 15:00","0","219"
"31.01.2018 15:00 - 31.01.2018 16:00","0","288"
"31.01.2018 16:00 - 31.01.2018 17:00","0","250"
"31.01.2018 17:00 - 31.01.2018 18:00","0","192"
"31.01.2018 18:00 - 31.01.2018 19:00","0","162"
"31.01.2018 19:00 - 31.01.2018 20:00","112","0"
"31.01.2018 20:00 - 31.01.2018 21:00","126","0"
"31.01.2018 21:00 - 31.01.2018 22:00","6","0"
"31.01.2018 22:00 - 31.01.2018 23:00","21","0"
"31.01.2018 23:00 - 01.02.2018 00:00","0","94"
"01.02.2018 00:00 - 01.02.2018 01:00","0","49"
"01.02.2018 01:00 - 01.02.2018 02:00","0","31"
"01.02.2018 02:00 - 01.02.2018 03:00","0","39"
"01.02.2018 03:00 - 01.02.2018 04:00","0","9"
"01.02.2018 04:00 - 01.02.2018 05:00","0","156"
"01.02.2018 05:00 - 01.02.2018 06:00","0","219"
"01.02.2018 06:00 - 01.02.2018 07:00","0","106"
"01.02.2018 07:00 - 01.02.2018 08:00","129","0"
"01.02.2018 08:00 - 01.02.2018 09:00","159","0"
"01.02.2018 09:00 - 01.02.2018 10:00","175","0"
"01.02.2018 10:00 - 01.02.2018 11:00","196","0"
"01.02.2018 11:00 - 01.02.2018 12:00","287","0"
"01.02.2018 12:00 - 01.02.2018 13:00","361","0"
"01.02.2018 13:00 - 01.02.2018 14:00","308","0"
"01.02.2018 14:00 - 01.02.2018 15:00","206","0"
"01.02.2018 15:00 - 01.02.2018 16:00","140","0"
"01.02.2018 16:00 - 01.02.2018 17:00","101","0"
"01.02.2018 17:00 - 01.02.2018 18:00","101","0"
"01.02.2018 18:00 - 01.02.2018 19:00","61","0"
"01.02.2018 19:00 - 01.02.2018 20:00","203","0"
"01.02.2018 20:00 - 01.02.2018 21:00","201","0"
"01.02.2018 21:00 - 01.02.2018 22:00","337","0"
"01.02.2018 22:00 - 01.02.2018 23:00","380","0"
"01.02.2018 23:00 - 02.02.2018 00:00","286","0"
"02.02.2018 00:00 - 02.02.2018 01:00","260","0"
"02.02.2018 01:00 - 02.02.2018 02:00","191","0"
"02.02.2018 02:00 - 02.02.2018 03:00","189","0"
"02.02.2018 03:00 - 02.02.2018 04:00","151","0"
"02.02.2018 04:00 - 02.02.2018 05:00","0","84"
"02.02.2018 05:00 - 02.02.2018 06:00","0","126"
"02.02.2018 06:00 - 02.02.2018 07:00","0","13"
"02.02.2018 07:00 - 02.02.2018 08:00","15","0"
"02.02.2018 08:00 - 02.02.2018 09:00","165","0"
"02.02.2018 09:00 - 02.02.2018 10:00","164","0"
"02.02.2018 10:00 - 02.02.2018 11:00","169","0"
"02.02.2018 11:00 - 02.02.2018 12:00","344","0"
"02.02.2018 12:00 - 02.02.2018 13:00","406","0"
"02.02.2018 13:00 - 02.02.2018 14:00","333","0"
"02.02.2018 14:00 - 02.02.2018 15:00","74","0"
"02.02.2018 15:00 - 02.02.2018 16:00","41","0"
"02.02.2018 16:00 - 02.02.2018 17:00","83","0"
"02.02.2018 17:00 - 02.02.2018 18:00","36","0"
"02.02.2018 18:00 - 02.02.2018 19:00","0","5"
"02.02.2018 19:00 - 02.02.2018 20:00","255","0"
"02.02.2018 20:00 - 02.02.2018 21:00","353","0"
"02.02.2018 21:00 - 02.02.2018 22:00","443","0"
"02.02.2018 22:00 - 02.02.2018 23:00","414","0"
"02.02.2018 23:00 - 03.02.2018 00:00","371","0"
"03.02.2018 00:00 - 03.02.2018 01:00","198","0"
"03.02.2018 01:00 - 03.02.2018 02:00","263","0"
"03.02.2018 02:00 - 03.02.2018 03:00","131","0"
"03.02.2018 03:00 - 03.02.2018 04:00","21","0"
"03.02.2018 04:00 - 03.02.2018 05:00","0","72"
"03.02.2018 05:00 - 03.02.2018 06:00","0","111"
"03.02.2018 06:00 - 03.02.2018 07:00","0","25"
"03.02.2018 07:00 - 03.02.2018 08:00","160","0"
"03.02.2018 08:00 - 03.02.2018 09:00","315","0"
"03.02.2018 09:00 - 03.02.2018 10:00","354","0"
"03.02.2018 10:00 - 03.02.2018 11:00","357","0"
"03.02.2018 11:00 - 03.02.2018 12:00","375","0"
"03.02.2018 12:00 - 03.02.2018 13:00","379","0"
"03.02.2018 13:00 - 03.02.2018 14:00","342","0"
"03.02.2018 14:00 - 03.02.2018 15:00","335","0"
"03.02.2018 15:00 - 03.02.2018 16:00","350","0"
"03.02.2018 16:00 - 03.02.2018 17:00","396","0"
"03.02.2018 17:00 - 03.02.2018 18:00","362","0"
"03.02.2018 18:00 - 03.02.2018 19:00","357","0"
"03.02.2018 19:00 - 03.02.2018 20:00","353","0"
"03.02.2018 20:00 - 03.02.2018 21:00","292","0"
"03.02.2018 21:00 - 03.02.2018 22:00","233","0"
"03.02.2018 22:00 - 03.02.2018 23:00","320","0"
"03.02.2018 23:00 - 04.02.2018 00:00","296","0"
"04.02.2018 00:00 - 04.02.2018 01:00","287","0"
"04.02.2018 01:00 - 04.02.2018 02:00","264","0"
"04.02.2018 02:00 - 04.02.2018 03:00","162","0"
"04.02.2018 03:00 - 04.02.2018 04:00","61","0"
"04.02.2018 04:00 - 04.02.2018 05:00","0","45"
"04.02.2018 05:00 - 04.02.2018 06:00","0","79"
"04.02.2018 06:00 - 04.02.2018 07:00","0","119"
"04.02.2018 07:00 - 04.02.2018 08:00","0","142"
"04.02.2018 08:00 - 04.02.2018 09:00","0","13"
"04.02.2018 09:00 - 04.02.2018 10:00","164","0"
"04.02.2018 10:00 - 04.02.2018 11:00","202","0"
"04.02.2018 11:00 - 04.02.2018 12:00","186","0"
"04.02.2018 12:00 - 04.02.2018 13:00","160","0"
"04.02.2018 13:00 - 04.02.2018 14:00","140","0"
"04.02.2018 14:00 - 04.02.2018 15:00","114","0"
"04.02.2018 15:00 - 04.02.2018 16:00","129","0"
"04.02.2018 16:00 - 04.02.2018 17:00","216","0"
"04.02.2018 17:00 - 04.02.2018 18:00","204","0"
"04.02.2018 18:00 - 04.02.2018 19:00","105","0"
"04.02.2018 19:00 - 04.02.2018 20:00","218","0"
"04.02.2018 20:00 - 04.02.2018 21:00","228","0"
"04.02.2018 21:00 - 04.02.2018 22:00","103","0"
"04.02.2018 22:00 - 04.02.2018 23:00","389","0"
"04.02.2018 23:00 - 05.02.2018 00:00","472","0"
"05.02.2018 00:00 - 05.02.2018 01:00","418","0"
"05.02.2018 01:00 - 05.02.2018 02:00","451","0"
"05.02.2018 02:00 - 05.02.2018 03:00","347","0"
"05.02.2018 03:00 - 05.02.2018 04:00","218","0"
"05.02.2018 04:00 - 05.02.2018 05:00","0","34"
"05.02.2018 05:00 - 05.02.2018 06:00","0","214"
"05.02.2018 06:00 - 05.02.2018 07:00","0","289"
"05.02.2018 07:00 - 05.02.2018 08:00","0","243"
"05.02.2018 08:00 - 05.02.2018 09:00","0","104"
"05.02.2018 09:00 - 05.02.2018 10:00","0","53"
"05.02.2018 10:00 - 05.02.2018 11:00","0","90"
"05.02.2018 11:00 - 05.02.2018 12:00","56","0"
"05.02.2018 12:00 - 05.02.2018 13:00","N/A","N/A"
"05.02.2018 13:00 - 05.02.2018 14:00","0","22"
"05.02.2018 14:00 - 05.02.2018 15:00","0","131"
"05.02.2018 15:00 - 05.02.2018 16:00","0","164"
"05.02.2018 16:00 - 05.02.2018 17:00","0","119"
"05.02.2018 17:00 - 05.02.2018 18:00","18","0"
"05.02.2018 18:00 - 05.02.2018 19:00","0","3"
"05.02.2018 19:00 - 05.02.2018 20:00","272","0"
"05.02.2018 20:00 - 05.02.2018 21:00","402","0"
"05.02.2018 21:00 - 05.02.2018 22:00","379","0"
"05.02.2018 22:00 - 05.02.2018 23:00","412","0"
"05.02.2018 23:00 - 06.02.2018 00:00","464","0"
"06.02.2018 00:00 - 06.02.2018 01:00","428","0"
"06.02.2018 01:00 - 06.02.2018 02:00","410","0"
"06.02.2018 02:00 - 06.02.2018 03:00","288","0"
"06.02.2018 03:00 - 06.02.2018 04:00","183","0"
"06.02.2018 04:00 - 06.02.2018 05:00","0","6"
"06.02.2018 05:00 - 06.02.2018 06:00","0","198"
"06.02.2018 06:00 - 06.02.2018 07:00","0","137"
"06.02.2018 07:00 - 06.02.2018 08:00","0","65"
"06.02.2018 08:00 - 06.02.2018 09:00","45","0"
"06.02.2018 09:00 - 06.02.2018 10:00","93","0"
"06.02.2018 10:00 - 06.02.2018 11:00","87","0"
"06.02.2018 11:00 - 06.02.2018 12:00","216","0"
"06.02.2018 12:00 - 06.02.2018 13:00","N/A","N/A"
"06.02.2018 13:00 - 06.02.2018 14:00","153","0"
"06.02.2018 14:00 - 06.02.2018 15:00","36","0"
"06.02.2018 15:00 - 06.02.2018 16:00","54","0"
"06.02.2018 16:00 - 06.02.2018 17:00","14","0"
"06.02.2018 17:00 - 06.02.2018 18:00","69","0"
"06.02.2018 18:00 - 06.02.2018 19:00","6","0"
"06.02.2018 19:00 - 06.02.2018 20:00","163","0"
"06.02.2018 20:00 - 06.02.2018 21:00","207","0"
"06.02.2018 21:00 - 06.02.2018 22:00","375","0"
"06.02.2018 22:00 - 06.02.2018 23:00","434","0"
"06.02.2018 23:00 - 07.02.2018 00:00","510","0"
"07.02.2018 00:00 - 07.02.2018 01:00","402","0"
"07.02.2018 01:00 - 07.02.2018 02:00","409","0"
"07.02.2018 02:00 - 07.02.2018 03:00","394","0"
"07.02.2018 03:00 - 07.02.2018 04:00","338","0"
"07.02.2018 04:00 - 07.02.2018 05:00","30","0"
"07.02.2018 05:00 - 07.02.2018 06:00","0","175"
"07.02.2018 06:00 - 07.02.2018 07:00","0","120"
"07.02.2018 07:00 - 07.02.2018 08:00","0","19"
"07.02.2018 08:00 - 07.02.2018 09:00","81","0"
"07.02.2018 09:00 - 07.02.2018 10:00","145","0"
"07.02.2018 10:00 - 07.02.2018 11:00","200","0"
"07.02.2018 11:00 - 07.02.2018 12:00","433","0"
"07.02.2018 12:00 - 07.02.2018 13:00","412","0"
"07.02.2018 13:00 - 07.02.2018 14:00","417","0"
"07.02.2018 14:00 - 07.02.2018 15:00","264","0"
"07.02.2018 15:00 - 07.02.2018 16:00","134","0"
"07.02.2018 16:00 - 07.02.2018 17:00","113","0"
"07.02.2018 17:00 - 07.02.2018 18:00","176","0"
"07.02.2018 18:00 - 07.02.2018 19:00","76","0"
"07.02.2018 19:00 - 07.02.2018 20:00","328","0"
"07.02.2018 20:00 - 07.02.2018 21:00","442","0"
"07.02.2018 21:00 - 07.02.2018 22:00","503","0"
"07.02.2018 22:00 - 07.02.2018 23:00","560","0"
"07.02.2018 23:00 - 08.02.2018 00:00","625","0"
"08.02.2018 00:00 - 08.02.2018 01:00","550","0"
"08.02.2018 01:00 - 08.02.2018 02:00","550","0"
"08.02.2018 02:00 - 08.02.2018 03:00","544","0"
"08.02.2018 03:00 - 08.02.2018 04:00","456","0"
"08.02.2018 04:00 - 08.02.2018 05:00","121","0"
"08.02.2018 05:00 - 08.02.2018 06:00","0","30"
"08.02.2018 06:00 - 08.02.2018 07:00","41","0"
"08.02.2018 07:00 - 08.02.2018 08:00","265","0"
"08.02.2018 08:00 - 08.02.2018 09:00","341","0"
"08.02.2018 09:00 - 08.02.2018 10:00","428","0"
"08.02.2018 10:00 - 08.02.2018 11:00","441","0"
"08.02.2018 11:00 - 08.02.2018 12:00","594","0"
"08.02.2018 12:00 - 08.02.2018 13:00","626","0"
"08.02.2018 13:00 - 08.02.2018 14:00","425","0"
